Hviezdičky,Miesto,Adresa,Text,Datum
4,Plaża w Międzywodziu,"Zwycięstwa, Międzywodzie, Polsko","Pláž okolo dvanácté hodiny přeplněná. Davy vesele proudí za svým kouskem písku... Promenáda v zalesněné části u pláže je prázdná a nabízí místa k relaxaci. Naše zastávka zde byla jen krátká, ale místa na polských pláží se opakují. Písčitá pláž, toalety, občerstvení, odpadkové koše. Zbytek je pouze o lidském faktoru.",2022-05-16
5,Promenada Zachodnia Dziwnów,"72-418 Dziwnów, Polsko",Nově postavená promenáda v této části Dziwnowa. Lavičky na každém kroku. Osvětlení.  Odpočinková a relaxační zóna. Přes den se ale nikam do stínu neschováte. Určitě se vyplatí přijít večer a sledovat západ slunce.,2022-05-16
5,Maják Kolobřeh,"Morska 1, 78-100 Kołobrzeg, Polsko","Turisticky zajímavé místo, které nelze vynechat. Je to město plné parků, fontán, pítek, zajímavostí, atrakcí a zábavy. Je to lázeňské město, takže vás možná překvapí spoustu aktivních i odpočívajících seniorů. Hlavní kolonáda u moře obsypaná stánky a restauracemi. V tuto sezónu zatím nebývale málo turistů a tak opravdu zažíváte pocit svobody a užívání si všech krásných výhledů. Vyhlídkové placené molo za 6 zl překvapí. Opodál u majáku je také molo s vlnolamy a vstupným za 2 zl. Plavby lodí za 45 zl. Atrakcí je vyjížďka na vojenské lodi.",2022-05-16
4,Eastern breakwater,"Bosmanat Portu, 87-100 Kołobrzeg, Polsko",Krásná odpočinková procházka. Otevřeno jen za příznivého počasí. Vstupné na vlnolamy je 2 zl/osoba.,2022-05-16
4,Zarząd Portu Morskiego,"Osiedle Rybackie 16k, 72-420 Dziwnów, Polsko","Port Rybacki - moderní místo pro rybáře, které vzniklo nedávno (po sanaci stávajícího místa) a k užívání bylo předáno v roce 2015. Kdo si ráno přivstane, nakoupí čerstvé ryby z lodě. V místě je i obchůdek, který má otevřeno každý den.",2022-05-16
4,Port Jachtowy,"72-420, Stefana Żeromskiego 30, 72-418 Dziwnów, Polsko",Moderní marína s vybaveným zázemím. V letních měsících plně obsazena.,2022-05-16
5,Katedrála v Kolobřehu,"Mariacka 5, 78-100 Kołobrzeg, Polsko","Místo s duší a historií, které lze navštívit a rozjímat. V době mší je vstup omezen.",2022-05-16
4,MOP Popowo Wschód,"Popowo, Polsko","Takto by mohla vypadat i odpočívadla u nás. Toalety, přebalovací pult, zastřešené posezení, mini venkovní posilovna. Odpadkové koše a lavičky. Zelená plocha s chodníčky a dostatek parkovacích míst. Pořádek stále udržován. Vše dostupné zdarma.",2022-05-16
5,Plaża centralna Dziwnów,"Unnamed Road, 72-418 Dziwnów, Polsko","Písčitá, krásná pláž. Vlnolamy a studené moře. Písek všude, doporučuji vzít si paravan nebo plážový stan. Pláže mají rozdělené na oficiální, hlídané pláže s plavčíky, bary, atrakcemi. A pak také ""divoké"" pláže bez ""dalšího obecenstva"". U pláže jsou placené toalety 2 zl. V blízkosti stánky s občerstvením. Vstup na pláž přes zelené parky, které můžete využít i přes poledne se svými dětmi. Spoustu herních prvků. Podél pláže v Dziwnowie je vydlážděná kolonáda s lavičkami. Pro procházky ideální místo... Aktivní odpočinek zaručen a válečka na pláži taktéž.",2022-05-16
5,Krzesło Olbrzyma,"Solna 11, 78-100 Kołobrzeg, Polsko","Skvělý prvek v parku a vlastně skvělá atrakce, která potěší vaše oko i fotoaparát. A hned vedle jsou další....",2022-05-16
5,DATART Nisa Liberec,"OC Nisa Liberec, České mládeže 456, 460 03 Liberec",(žádný text),2022-05-16
5,Zámek Svijany,"Svijany 30, 463 46 Svijany","Spojit zámek Svijany a večer pro divadelní představení, skvělý nápad. Nádherný prostor nádvoří a zahrady nám zpříjemnili čas před samotným představením. Vřele doporučuji tento kulturní zážitek.",2022-05-16
4,Baťa,"České mládeže 456, 460 06 Liberec","Klidná prodejní plocha. Milá obsluha. Měli, co jsme potřebovaly. Doporučení doplňkového prodeje, které ale neobtěžovalo.",2022-05-16
5,Sportovni Hala Hodkovice nad Mohelkou,463 42 Hodkovice nad Mohelkou,"Nová hala, pěkná, klimatizovaná. Parking před halou plus parkování v ulici. Ochoz pro fandění 👍. Sportovní vyžití zaručeno.",2022-05-16
5,Cukrárna Kafíčko,"Za Cukrárnou 531, 463 11 Liberec 30-Vratislavice nad Nisou",Okno do vašich sladkých snů. Cukrárnička jako lusk. Kopečková i točená zmrzlina. Dobrá káva. Tradiční cukrářské výrobky. Milá obsluha s úsměvem. Klidné místo.,2022-05-16
5,Nisa Park Vratislavice,"Za Kinem 754, 463 11 Liberec 30-Vratislavice nad Nisou","Krásné místo pro děti. Pro rodiče dost laviček. Občerstvení také na jedničku. Sortiment dostatečný. Nově také krásné stany/přístřešky, které vás chrání před sluncem a ještě si tu opečete buřta. Toalety v normě. Jen mi po areálu chybí dostatek odpadkových košů.",2022-05-16
4,La Piazza Liberec,"nám. Dr. E. Beneše 3/19, 460 01 Liberec","Příjemné posezení na terásce s výhledem na krásnou budovu radnice. Nápoje svěží, denní nabídka na pohodu. U kávy můžete pozorovat cvrkot na námku 👍.",2022-05-16
1,STROJMAT SERVIS,"Gen. Svobody 219/17, 460 01 Liberec","I druhý kontakt s tímto servisem během tří let nebyl šťastný. Neprofesionální přístup a komunikace po telefonu, neochota personálu a podsouvání soukromých myšlenek zaměstnance, nás donutilo se obrátit a řešit opravu, respektive zakoupení dílu jinde /a přitom tuto službu plně nabízí na svém webu/.",2022-05-16
4,Fashion Arena Prague Outlet,"Zamenhofova 440, 108 00 Praha-Štěrboholy","Dobrá dostupnost. Velké parkoviště, jednoduchá navigace. Oceňuji podzemní parkoviště. Oválné řešení Areny se zamlouvá. Obchodní jednotky jsou jedna vedle druhé, je z čeho vybírat. Označení jednotek jednotnou navigací je také plusem. Ovšem někdy mám pocit, že přemrštěné ceny přeškrtnuté do slev, Vás opravdu nutí se zamyslet nad zakoupeným zbožím. Food court bohužel neoplývá velkým výběrem kuchyní. Posezení však příjemné.",2022-05-16
4,ECCO,"Zamenhofova 440, 108 00 Praha-Štěrboholy","Stále lze vybírat z aktuální sezónní nabídky. Prodejna prosvětlená, obsluha ochotná poradit. Zájem o zákazníka tu je.",2022-05-16
4,Mlýnský rybník (Teichmühle),"Vesecký rybnik,463 12 Liberec","Dostupné a příjemné místo pro procházku, výlet, koupání, lenošení i sport. Je tu zelená louka s lavičkami, ale také pláž. Parkování bezplatné. Vstup do vody pozvolný.
Projít se můžete po Naučné stezce Vesecké údolí, která Vám ukáže krásy kolem rybníka.
Dostanete se odtud příjemnou a nenáročnou procházkou na rozhlednu Císařský kámen.",2022-05-16
5,Baumwipfelpfad Bavarian Forest,"Böhmstraße 43, 94556 Neuschönau, Německo","Stezka korunami stromů - skvělý tip na výlet, pokud už jste na Šumavě. Už je to jen kousek. Cesta pohodová, parkoviště velké a organizované. Všude klid a pořádek. Lze zakoupit rodinnou vstupenku. Platba jen v hotovosti. Procházíte se ve výšce od 8 do 25 m. U toho se můžete na pidi odbočkách, dívat pod nohy. Informační a edukativní cedule i v českém jazyce. A třešínka na dortu v podobě výhledů na nedotčenou přírodu z ""vajíčka"" je super.",2022-05-16
4,Kaple sv. Antonína Paduánského,384 73 Vacov-Stachy,"Poutavé místo, krásné výhledy do krajiny. Tady to vybízí ke zpomalení, zastavení se a zamyšlení. A taky, samozřejmě, udělat si tu pár fotek.",2022-05-16
4,Klostermannova rozhledna,"Javorník 15, 384 73 Vacov-Stachy","Na vrcholu Javorníku najdete rozhlednu, která je krásným cílem pro nenáročnou procházku. Pohledy z rozhledny nabízí spoustu šumavských vrcholků (Pancíř, Poledník, Svatobor, Libín, Boubín, Knížecí Stolec), ale také pohled do vnitrozemí (Písek, Rabí, Temelín, Brdy). Vše je popsáno na tabulkách. Schodiště je širší a kovové, trochu hlučné. Nahoře okna otvíratelné, takže pozor na drobotinu.",2022-05-16
5,Hrad Kašperk,"Žlíbek 55, 341 92 Kašperské Hory",Nejvýše položený královský hrad v Čechách. Z parkoviště krásnou procházkou cca 1200 m dlouhou dojdete ke gotickému hradu Kašperk. Z hradu je krásný výhled na Šumavu. Prohlídky jsou časově nenáročné a s poutavým výkladem. Můžete si vybrat ze dvou okruhů. Dozvíte se řadu zajímavostí. Budete okouzleni.,2022-05-16
3,Parkoviště,511 01 Hrubá Skála-Turnov 1,Jako vždy přeplněno. Ale má to svůj řád. Vždy na toto místo dojdeme pěšky. Vyplatí se to. Oceňuji však dvě občerstvovačky. A studené pivo 🙏🍺👌.,2022-05-16
4,Motorest,"Lvová 31, 471 25 Jablonné v Podještědí","Když motorest, tak autem ☺️. Parkoviště velké, ale jeden neorganizovaný chaos. Nakonec místo nalezeno a odměnou byla skvělá točená zmrzlina 👏. Fronta byla slušná, ale velmi rychle mizela. Pán co točí zmrzku je borec a umí si opravdu poradit 👌.",2022-05-16
4,T-Mobile Značková prodejna,"vedle Tesco pokladen, Nám. Soukenné 669/2A, 460 01 Liberec","V pobočce ochotný personál, který uměl nabídnout rychle produkt a vyřešit můj požadavek.",2022-05-16
4,"Ambulance dětské kardiologie, s.r.o.","Masarykova 699, 460 01 Liberec-Staré Město","Ambulace v dětské poliklinice, krásný prostor. Vydupete si to do 2.NP. Výtah v budově. Zkušenost v ambulanci jen kladná. Čekárna, délka čekání, termíny objednání. Pravidelné kontroly, na které přijde SMS upozornění a výzva k objednání termínu. Na termín se čeká, ale kde né. Vyšetření důkladné, zpráva do ruky.",2022-05-16
5,Havlíkova přírodní apotéka,"Nám. Soukenné, 460 01 Liberec-Perštýn","Krásně barevná prodejna v přízemí obchodního centra. Velmi ochotný a usměvavý personál, který umí poradit s výběrem biokosmetiky a doporučit své produkty. Dokonalá péče o pleť je tu samozřejmostí.",2022-05-16
3,Expres nápoje +kostel,"Kubelíkova 250, 460 07 Liberec-Janův Důl","Expres nápoje - nápojka u silnice. Parkování před obchůdkem. Je to sice ponurejší obchůdek, ale vždy zde rychle nakoupíte. Velký výběr destilátů, dobře tady vyberete tekuté dárky 👍. Platba jen v hotovosti. Z jejich sítě mám raději prodejnu na Baltské ul.",2022-05-16
4,"Origo Autosklo, S.r.o.","Nákladní 475/3, 460 07 Liberec","Komunikativní týpci. Našli termín, objednali sklo, výměna proběhla, sleva poskytnuta, sami zavolají. Platba bez pojišťovny. Není co vytknout. Z mé strany spokojenost.",2021-05-16
4,McPen papírnictví,"OC Forum, Nám. Soukenné 669/2a, 460 01 Liberec","Papírnictví, které nabídne školní a kancelářské potřeby. Jedná se o menší prodejnu v prvním patře. Avšak sortiment je ve výběru dostačující. Najdete zde i luxusnější kousky psacích per. Parker udělá radost vždy.",2021-05-16
5,Albi prodejna - Forum Liberec,"Nám. Soukenné 2a, 460 80 Liberec","Krásná, voňavá prodejna v přízemí obchodního centra. Vyberete si tu vtipné dárky pro každou příležitost. Dále pak deskové hry, balící papíry, polednice, přáníčka.",2021-05-16
5,Dráčik,"Nám. Soukenné 669/2A, 460 01 Liberec","Velké hračkářství ve druhém patře obchodního centra. Hračky, deskové a logické hry, knihy, plyšáci. Dobře se tu nakupuje. Široké uličky. Slevový program. Dobře funguje i e-shop. Vyzvednutí na prodejně.",2021-05-16
5,"Prachovské skály, J.M.Schlik, s.r.o.","Blata 15, 506 01 Jičín 1","👉 Přírodní rezervace Prachovské skály. Jedno z nejkrásnějších míst Českého ráje. Rádi chodíme mimo sezónu v klidu a bez dalšího ""obecenstva"". Udělali jsme tentokrát výjimku a trochu zalitovali.
👉 Několik okruhů, schody nahoru dolů nízké široké pravidelné i nepravidelné, krásné stromy a příroda, ještě lepší vyhlídky s výhledy, ale tuna návštěvníků - takže lomoz, hluk a čekačky u ""těsných míst"".
👉 Parkovat lze za 50 Kč v Autokempu Jinolice a procházku si tak protáhnout přes Převýšinu.
👉Centrální parkoviště v Prachově za 80 Kč. Zaparkovaná osobní auta však lemovaly silnici od nevidim do nevidim.
👉 Občerstvení již v provozu přes výdajová okénka. Místa k sezení venku najdete.
👉 Vstupné rozumné.
👉 Celkově doporučujeme a oba palce dáváme nahoru 👍👍💯👣🥾🙏🔝.",2021-05-16
4,Kemp Jinolice,"Březka 121, 506 01 Libuň-Jičín 1","První slunné dny vylákaly spoustu návštěvníků, kteří vyrazili o víkendu i sem do Autocampu. Parkovné na celý den (osobní vůz) 50 Kč. Plocha zpevněná. Stánky již otevřené (výdejní okénka). Pláže čisté, voda studená. Toalety čisté. Dnešní dojem - palec nahoru. Odsud je to cca 1,5 km ke vstupní pokladně do Prachovských skal. Výhledy do krajiny Českého ráje, pohlazení po duši.",2021-05-16
5,Bikepark Vratislavice,"U Tělocvičny 871, 463 11 Liberec 30-Vratislavice nad Nisou",Další skvělé tratě a trávení volnočasových aktivit pro začátečníky i pokročilé bikery. Parkování v dolní části. Dostupnost celého areálu zdarma. Palec nahoru 🙏👍.,2021-05-16
5,Lesopark Vratislavice nad Nisou,"Nad Školou 1385, 463 11 Liberec 30-Vratislavice nad Nisou","Krásný park uprostřed každodenního života.
Je co Vratislavicím závidět. Park vybízí ke klidným procházkám za jakéhokoliv počasí, ale i k aktivnímu trávení vašeho času. Nemluvě o využití parku rodin a dětmi. Protnou se tu všechny generace a nevadí si. Každý tu má svůj kout. Báječné je tu občerstvení na dosah a placené veřejné toalety. Baví mě tu dvě věci - vysoký počet laviček a Keltská stezka: popis dřevin a jejich charakteristika ve vztahu k datu narození.",2021-05-16
3,"INTEX, a.s.","Tanvaldská 345, 463 11 Liberec 30-Vratislavice nad Nisou","Firma se zabývá pronájmem nebytových prostor a kanceláří.
Podél areálu pohodlně projdete spojovačkou z Tanvaldské silnice na silnici Dopravní přes Lužickou Nisu.",2021-05-16
4,Zvěrokruh,"České mládeže 456, 463 12 Liberec","Dobře vybavená prodejna se nachází v 0.NP v OC Nisa. Krmiva, pamlsky, kompletní výbava pro chov domácích mazlíčků. Prodejna po rekonstrukci. Vzdušná, otevřená, láká pouhým pohledem přes výlohy...",2021-05-16
5,Kaple Svaté Trojice,"Česká 91, 463 12 Liberec-Vesec","Kapli nechal Jan Halbig se svou chotí vystavět roku 1708 na počest Nejsvatější Trojici. A takto je opravená od roku 2008. Opravu kapličky provedli žáci a zaměstnanci Střední školy strojní, stavební a dopravní v Liberci a učni oboru tesař ÜAZ Frankfurt.",2021-05-16
5,BALA market,"460 14, Lesní 461/41, 460 14 Liberec","Menší, rychlý nákup, co Vám ušetří spoustu času. Parking před a vedle marketu. Platba cash i kartou. Obsluha pozorná a milá, kasa rychlá. Výběr položek dostatečný a uspokojivý.",2021-05-16
5,Nad Hlubokou,"Unnamed Road, 463 12 Liberec","Lesní studánka. Osvěží, uhasí žízeň. Každým směrem jen do kopce. Z Pilínkova nebo Horního Hanychova. Vždy příjemná zastávka na trase od někud někam.",2021-05-16
5,Bez konceptu 101010,"Nad Školou 1675, 463 11 Liberec 30-Vratislavice nad Nisou","Vitrína plná dobrot. Oči těkají a vaše chuťové pohárky přemítají, co si dát. Ať už jdete cíleně nebo náhodou okolo, určitě se tu zastavte. Kávu můžete vzít s sebou a vychutnat si ji v parku. Toto místo mě nadchlo nejen nabídkou (i v této nelehké době), ale i sympatickou obsluhou.",2021-05-16
4,Císařský kámen,"Vratislavice nad Nisou, 463 11 Liberec 30","Za každého počasí hezký výlet, výšlap nebo cyklo zastávka. Pro méně pohyblivé výletníky, nebo maminky s kočárky lze zaparkovat v Milířích a dojít jen kousek. Odměnou Vám bude krásný výhled do krajiny.",2021-05-16
5,Bella Rose,"Brněnská 1131, 664 42 Modřice","E-shop nejen s bytovými doplňky a dekoracemi. Kvalitní kosmetika, hračky .... nabídka prostě pestrá, atraktivní.
Ceny vyšší, ale vyvážené skvělým servisem, komunikací, drobným dárkem a vždy dobře zabaleným balíčkem. Nezapomínají na zákaznické slevy i pobídkové slevy. Dámy to mají promyšlené. Jako pravidelný zákazník jsem spokojen.",2021-05-16
3,Globus Hypermarket,"Sousedská 600, 460 01 Liberec","Po dlouhé době jsem navštívila jeden z největších hypermarketů v Liberci. Sortiment široký, rozložení na prodejní ploše intuitivní a hezky strukturalizovaný. Člověk si může vybrat i z kvalitnějších potravin. Pekárna si drží svůj vysoký standard. Pro rychlý nákup oceňuji systém nákupu Scan&Go.
Hypermarket je součástí Nákupního centra Géčko. Bohužel struktura prodejen a služeb stále stejná a nevyužívám ji.
V celém komplexu je velká a dostatečná parkovací plocha. Čerpací stanice, fast foody a super myčka.
Platí, a to se asi nezmění, katastrofální dojezd do Nákupního centra Géčka, Nákupního parku Severka, ale i Bauhausu. V exponovaných časech je potřeba se obrnit trpělivostí a možná kafem do auta!",2021-05-16
